Moisture,Temperature,pH,Support Growth
41.69,34.96,13.18,No
37,36.99,7.43,No
8.87,43.53,2.25,No
21.47,35.43,0.14,No
88.92,31.79,5.21,No
61.57,14.54,8.14,No
56.77,15.56,12.72,No
31,6.42,8.21,No
89.01,20.31,13.22,No
50.44,9.58,8.72,No
85.85,29.92,4.05,No
66.82,38.23,10,No
11.95,44.52,0.72,No
71.4,25.25,3.54,No
82.32,1.34,1.29,No
15.98,46.5,4.54,No
42.94,12.8,5.8,No
73.83,27.87,4.46,No
7.93,4.44,4.88,No
91.17,24.53,11.28,No
74.4,28.41,7.66,No
77.91,14.36,10.55,No
26.34,22.32,9.31,No
93.21,3.51,12.95,No
7.11,45.12,12.57,No
23.45,4.83,13.59,No
11.57,44.24,10.31,No
54.89,49.14,4.55,No
18.74,27.03,9.69,No
54.83,16.15,13.68,No
91.42,1.16,12.9,No
33.54,4.35,1.79,No
82.25,13.43,12.89,No
28.46,22.99,8.21,No
27.36,0.89,0.69,No
0.11,1.73,5.39,No
26.1,24.72,5.11,No
98.13,3.07,5.34,No
10.09,46.51,0.28,No
66.03,19.16,0.12,No
91.05,10.54,3.86,No
95.03,1.1,0.37,No
24,45.08,7.34,No
86.14,35.29,12.17,No
50.99,46.5,2.85,No
69.91,5.46,7.39,No
59.95,18.68,13.27,No
26.12,30.67,11.87,Yes
33.27,14.84,5.1,No
67.97,18.02,11.75,No
47.63,15.63,6.13,Yes
28.34,16.75,11.7,No
59.19,47.79,0.7,No
45.85,0.71,10.27,No
86.91,29.53,3.57,No
60.71,32.06,10.13,Yes
8.5,3.65,1.94,No
82.14,6.93,8.75,No
16.75,31.94,8.18,No
2.4,40.16,0.06,No
19.26,33.24,11.24,No
25.26,15.07,13.65,No
42.31,8.85,10.64,No
94.84,49.25,5.8,No
85.48,22.65,6.84,No
7.15,16.39,1.55,No
65.42,13.3,8.15,No
63.39,33.01,0.55,Yes
5.25,6.78,1.16,No
18.95,11.23,11.91,No
39.87,49.13,3.54,No
75.14,41.34,3.85,No
45.32,21.57,7.3,No
79.26,47.7,11.18,No
72.87,21.69,1.54,No
54.19,36.97,1.41,No
15.93,12.42,6.35,No
47.22,24.68,13.45,No
25.12,17.5,1.45,No
18.96,40.93,9.44,No
6.19,10.83,3.38,No
65,35.78,1.02,No
5.64,38.67,9.87,No
17.19,37.26,2.14,No
90,11.3,9.79,No
59.14,40.19,8.05,No
81.28,38.2,9.73,No
72.69,21.19,2.93,No
46.65,13.66,7.81,No
93.4,26.25,10.7,No
84.36,49.2,6.72,No
2.37,47.26,5.55,No
96.7,48.81,7.57,No
63.59,1.24,8.72,No
13.18,11.33,1.4,No
73.52,6.35,11.12,No
75.56,30.41,12.93,No
88.19,37.25,6.91,No
15.91,49.06,5.99,No
49.73,30.66,9.51,Yes
88.8,17.39,10.02,No
96.68,27.75,8.95,No
57.4,34.92,11.91,Yes
51.32,41.03,6.76,No
12.54,14.38,2.14,No
71.94,27.59,10.99,No
19.54,11.23,9.53,No
56.43,11.4,12.96,No
48.87,1.07,4.06,No
32.16,9.09,9.66,No
80.39,30.18,7.8,No
11.89,42.99,8.36,No
54.74,7.81,13.62,No
38.86,40.14,4.9,No
48.38,11.38,0.93,No
38.29,27.79,3,No
80.04,14.6,11.79,No
12.15,13.99,2.35,No
27.99,30.28,12.69,Yes
76.95,36.8,2.23,No
53.44,25.81,5.27,No
16.13,23.52,2.02,No
44.96,27.96,0.21,No
26.68,16.89,5.85,No
37.88,27.9,1.06,No
54.73,5.66,9.18,No
10.89,16.58,11.73,No
60.51,43.54,5.01,No
29.81,1.03,4.19,No
61.08,7.68,2.83,No
52.8,13.23,1.66,No
92.37,31.94,11.33,No
26.58,30.01,4.26,Yes
95.97,31.96,10.43,No
60.24,44.15,8.86,No
78.44,28.8,6.19,Yes
85.68,26.37,3.91,No
40.77,12.45,1.52,No
15.98,11.49,3.5,No
73.76,29.21,6.04,Yes
86.59,31.41,13.17,No
11.75,17.63,4.97,No
57.96,36.99,0.99,No
4.35,5.68,12.38,No
34.06,45.18,1.08,No
64.57,45.66,0.65,No
23.9,3.77,8.01,No
87.05,18.3,2.53,No
67.64,26,6.76,Yes
12.78,33.07,7.95,No
27.85,24.32,2.23,No
33.05,31.35,7.16,Yes
61.34,48.41,10.52,No
68.82,32.26,12.26,Yes
96.58,45.2,2.78,No
76.02,5.74,9.5,No
7.66,9.15,10.4,No
57.07,18.52,5.4,No
63.89,2.38,4.91,No
60.84,11.5,13.59,No
75.07,4.97,11.89,No
93.67,2.26,0.53,No
16.52,12.94,1.92,No
9.57,4.35,5.64,No
0.74,12.75,6.31,No
76.61,35.38,2.88,No
54.64,10.7,5.34,No
37.27,0.4,4.43,No
15.14,37.72,5.82,No
0.86,9.85,11.11,No
58.34,13.57,13.62,No
22.31,1.56,4.71,No
50.65,45.49,5.51,No
56.95,7.49,13.75,No
19.67,23.75,7.41,No
53.42,45.43,5.06,No
51.01,38.79,4.7,No
96.58,38.33,2.45,No
96.29,5.92,7.1,No
12.16,24.3,3.63,No
17.25,45.17,8.18,No
27.69,39.67,10.64,No
52.04,48,10.92,No
23.49,20.14,7.56,No
40.77,14.65,10.68,No
38.86,22.16,3.33,No
89.24,13.75,6.19,No
25.13,39.34,12.29,No
39.37,17.5,11.52,No
59.56,4.91,7.9,No
17.5,15.42,1.94,No
59.82,32.05,1.11,Yes
1.49,47.25,4.23,No
94.96,27.84,13.36,No
44.58,27.93,5.13,No
1.72,12.98,12.69,No
67.54,6.03,12.39,No
95.26,48.12,6.99,No
38.41,26.47,10.33,No
53.19,10.53,11.58,No
92.6,23.62,11.75,No
70.75,27.03,6.66,Yes
39.49,39.63,4.93,No
42.09,27.15,2.17,No
95.65,41.09,2.32,No
50.51,46.59,1.45,No
4.89,42.19,7.16,No
24.22,0.2,13.48,No
38.06,6.42,12.94,No
63.4,4.46,10.43,No
53.76,4.09,12.88,No
89.74,23.54,8.45,No
52.67,16.26,11.57,No
0.65,18.7,4.39,No
91.31,46.58,9.11,No
74.87,4.86,9.09,No
98.64,21.22,5.87,No
43.82,28.17,12.1,No
8.75,45.25,3.13,No
16.97,24.37,8.97,No
63.6,10.5,1.83,No
90.34,44,12.86,No
97.44,24.4,5.3,No
9.86,18.51,8.46,No
82.81,20.38,2.24,No
3.64,11.85,13.01,No
50.28,29.95,13.64,Yes
8.34,47.36,11.08,No
18.3,15.46,9.62,No
77.76,13.44,1.37,No
93.58,31.02,8.79,No
30.22,18.34,10.07,No
3.12,38.07,4.32,No
82.32,0.79,2.39,No
13.07,43.85,2.7,No
24.22,16.64,13.86,No
24.83,18.01,13.64,No
40.06,45.67,10.82,No
52.76,15.44,12.15,No
70.22,43.93,13.1,No
12.42,17.79,7.99,No
39.21,41.46,1.24,No
20.27,44.01,6.67,No
80.74,38.2,0.71,No
76.93,32.72,9.12,No
7.76,35.04,12.42,No
47.44,23.51,6.58,No
19.83,31.86,0.93,No
58.49,42.89,4.22,No
47.87,41.22,10.45,No
51.86,49.85,1.12,No
62.96,27.18,13.92,No
44.89,29.93,12.26,Yes
97.44,2.07,7.45,No
81.7,22.74,4.08,No
80.02,46.47,0.2,No
16.28,45.69,1.31,No
40.87,3.56,3.15,No
38.33,17.86,5.83,No
59.75,29.26,6.02,Yes
15.03,3.53,13.34,No
36.51,32.92,5.99,Yes
45.81,20.6,2.87,No
34.65,49.07,13.08,No
84.31,17.37,2.41,No
39.78,21.05,8.07,No
19.44,44.23,0.02,No
17.68,7.64,0.08,No
41.65,25.21,3.87,No
77.58,43.06,9.51,No
32.51,39.76,3.46,No
21.18,36.81,1.99,No
66.43,27.68,10.42,No
67.11,30.78,1.31,Yes
21.36,45.13,8.57,No
63.42,35.68,2.24,No
0.83,10.36,12.53,No
67.81,39.45,7.24,No
33.41,23.96,13.06,No
56.63,25.15,11.99,No
87.42,5.18,0.38,No
41.27,45.06,12.44,No
34.85,14.5,4.26,No
77.41,0.86,5.19,No
63.39,43.04,13,No
17.55,18.79,10.94,No
80.04,18.06,13.39,No
60.39,48.03,10.94,No
55.75,40.52,13.45,No
1.7,35.64,2.47,No
3.22,16.67,0.14,No
35.53,6.59,4.84,No
87.12,47.14,4.8,No
67.04,45.28,1.26,No
29.6,28.07,11.42,No
91.36,28.2,10.79,No
96.97,19.78,0.23,No
61.69,7.7,1.21,No
12.94,11.49,11.28,No
53.83,33.37,0.67,Yes
55.99,40.64,8.11,No
66.32,22.79,13.28,No
58.01,47.09,3.56,No
50.19,43.73,12.96,No
96.93,38.71,1.07,No
86.65,12.62,11.81,No
84.35,47.89,13.47,No
57.13,23.46,2.33,No
30.19,28.88,10.72,No
72.54,29.49,12.89,Yes
73.73,31.94,6.73,Yes
8.51,19.16,0.86,No
11.75,15.06,13.02,No
30.85,17.75,8.11,No
18.64,20.76,3.18,No
5.65,25.35,7.96,No
78.47,30.2,2.02,No
41.85,8,11.91,No
24.73,46.89,6.51,No
43.45,38.56,12.61,No
97.96,0.3,1.02,No
68.31,36.74,1.93,No
38.29,27.43,10.96,No
76,20.28,1.59,No
29.54,28.83,9.35,No
28.92,23.16,7.49,No
98.05,11.39,9.55,No
47.29,35.82,11.5,No
16.72,10.43,1.43,No
70.97,31.51,5,Yes
84.38,27.49,3.11,No
23.59,14.09,3.77,No
92.7,48.44,9.03,No
66.47,21.06,0.73,No
17.81,24.6,6.19,Yes
50.8,17.27,1.3,No
79.7,7.5,2.65,No
70.45,6.68,3.64,No
55.95,18.42,1.12,No
69.15,12.19,7.54,No
28.66,7.5,3.54,No
1.08,29.73,3.41,No
73.71,29.85,8.23,Yes
93.5,25.79,6.42,No
54.13,46.47,8.7,No
14.91,12.46,7.1,No
6.27,4.48,2.68,No
29.3,24.29,1.87,No
29.34,15.26,1.04,No
35.55,29.4,8.01,No
28.5,1.02,13.07,No
43.11,44.27,11.8,No
69.47,35.58,3.37,No
37.78,46.93,5.11,No
57.89,41.09,11.42,No
18.73,36.14,8.7,No
26.39,18.66,1.6,No
29.57,23.46,11.47,No
55.43,16.6,9.43,No
57.74,47.85,5.02,No
86.96,10.07,7.03,No
80.49,39.89,6.57,No
50.59,32.93,4.61,Yes
86.86,44.33,2.97,No
16.16,44.05,13.79,No
34.53,31.63,13.21,Yes
21.23,28.39,10,No
42.29,20.33,9.77,No
97.98,45.31,12.28,No
41.94,3.65,8.83,No
37.01,33.23,10.29,No
26.79,38.32,10.63,No
47.2,7.26,0.43,No
10.04,16.44,5.64,No
42.79,47.11,13.75,No
51.57,18.94,8.61,No
89.38,26.57,1.58,No
27.64,26.17,1.35,No
75.57,41.79,12.99,No
33.85,39.69,2.92,No
34.19,33.88,2.76,No
37.95,36.49,2.13,No
49.42,24.76,6.59,No
72.92,7.54,5.44,No
56.75,23.1,13.38,No
77.4,45.84,10.12,No
7.98,44.42,9.4,No
56.49,4.83,12.76,No
52.09,2.77,5.44,No
10.44,31.21,5.86,Yes
96.3,46.04,6.98,No
45.5,34.21,13.28,No
55.63,4.69,3.17,No
20.77,49.01,3.59,No
26.46,0.31,8.8,No
55.13,29.81,4.75,Yes
99.65,33.63,7.06,No
38.75,37.07,10.36,No
99.7,21.37,11.53,No
53.75,3.97,9.32,No
75.31,32.01,11.43,No
7.87,39.15,0.7,No
82.09,3.95,2.1,No
78.29,40.92,3.61,No
81.04,0.51,0.85,No
59.38,46.55,6.34,No
8.68,47.2,12.39,No
67.76,42.56,10.9,No
30.42,34.21,3.6,No
81.68,20.68,12.66,No
37.59,4.85,10.24,No
92.28,43.88,4.46,No
1.15,28.59,5.34,No
40.78,19.31,3.76,No
15.7,35.09,3.19,No
58.57,13.21,4.04,No
6.05,45.62,9.71,No
14.12,24.34,4.85,No
88.19,33.12,9.44,No
83.45,17.16,0.26,No
62.22,21.83,0.55,No
27.96,1.95,3.84,No
9.98,48.37,6.56,No
93.98,39.12,10.27,No
67.89,1.02,3.62,No
31.82,43.58,5.41,No
36.37,19.92,3.28,No
68.66,31.63,6.34,Yes
67.1,13.6,2.46,No
48.87,49.44,13.16,No
25.17,2.63,1.24,No
25.68,13.25,5.19,No
58.03,48.75,11.06,No
88.67,45.55,6.83,No
37.91,20.98,6.96,No
52.82,8.74,11.16,No
25.28,25.5,4.99,No
1.74,42.45,4.59,No
15.68,22.72,12.06,No
80.96,10.14,8.97,No
68.31,19.84,11.91,No
52.1,4.82,5.84,No
52.36,45.1,12.62,No
41.42,38.87,5.61,No
66.9,11.55,7.37,No
4.93,13.76,5.11,No
45.89,14.62,2.52,No
79.33,27.64,11.7,No
83.59,2.58,3.51,No
98.93,30.91,4.34,No
47.53,33.24,12.01,No
10.27,21.51,5.58,No
22.3,35.08,1.16,No
34.1,38.71,8.82,No
32.23,3.45,7.82,No
81.24,23.75,6.13,No
77.12,21.78,7.2,No
8.69,3.12,13.54,No
61.68,30.68,5.32,Yes
58.67,38.39,2.28,No
17.95,17.93,4.79,No
40.81,1.69,12.11,No
85.6,18.25,12.45,No
68.91,46.59,9.04,No
98.8,37.97,1.88,No
45.42,18.15,9.82,No
50.12,32.81,4.7,Yes
49.3,2.17,3.91,No
60.93,37.73,11.51,No
57.45,28.84,8.75,No
15.73,30.62,8.98,No
9.57,49.58,3.42,No
80.2,23.35,12.61,No
93.94,6.67,11.75,No
19.39,44.36,12.43,No
4.32,47.6,12.57,No
0.77,2.36,8.77,No
20.29,3.67,4.89,No
14.67,49.44,3.76,No
36.85,30.47,0.6,Yes
17.09,17.13,6.29,Yes
81.53,26.27,1.68,No
62.01,31.9,8.05,Yes
30.65,12.9,0.42,No
27.04,29.33,0.9,No
6.91,6.3,3.58,No
2.63,42.73,2.27,No
67.11,13.37,0.37,No
15.13,22.9,13.3,No
50.45,23.17,5.73,Yes
59.36,20.45,0.15,No
84.95,31.06,9.91,No
8.9,11.45,0.36,No
15.33,43.57,13.05,No
13.32,23.74,6.95,No
15.05,30,0.9,No
68.41,1.81,1.64,No
25.39,21.88,13.49,No
6.73,14.59,9.23,No
9.5,11.58,2.99,No
88,25.65,12.87,No
63.78,30.81,8.92,Yes
26.86,22.97,7.13,No
66.78,27.39,8,No
89.92,20.67,6.53,No
67.14,47.01,12.79,No
56.74,49.5,0.77,No
50.55,1.91,11.66,No
17.61,30.05,2.44,No
6.31,49.97,13.65,No
39.23,11.57,10.49,No
41.23,18.46,9.94,No
89.72,49.71,7.33,No
35.43,6.2,0.81,No
1.91,21.68,4.37,No
53.12,47.91,5.84,No
66.7,0.48,10.67,No
22.57,39.76,11.82,No
29.26,43.73,1.78,No
54.13,40.75,13.98,No
40.33,9.85,5.28,No
94.95,17.32,12.71,No
13.15,30.28,6.74,Yes
66.54,19.48,12.47,No
96.99,33.4,3.47,No
59.42,39.29,11.59,No
66.04,17.65,7.34,No
75.27,0.5,3.18,No
50.07,1.22,1.68,No
21.6,44.54,9.83,No
69.21,7.82,0.62,No
24.78,22.33,1.6,No
62.23,43.51,7.31,No
93.57,8.08,6.81,No
99.82,45.87,4.64,No
55.27,20.99,10.79,No
48.58,6.59,7.46,No
29.9,42.43,10.66,No
7.05,18.41,7.29,No
39.99,22.59,1.06,No
91.52,36.45,13.83,No
39.8,38.21,7.68,No
29.15,37.05,9.95,No
52.16,30.4,12.4,Yes
63.62,11.56,8.12,No
53.2,31.82,0.19,Yes
31.24,22.12,1.32,No
76.93,19.02,8.13,No
34.66,15.74,11.17,No
60.42,31.56,8.6,Yes
73.44,9.46,6.53,No
24.8,39.64,8.11,No
70.56,38.87,8.79,No
46.68,9.17,1.88,No
63.92,2.14,12.85,No
60.88,1.48,7.87,No
39.45,5.68,7.93,No
22.06,7,4.91,No
28.95,16.5,7.97,No
46.46,7.62,7.73,No
53.47,19.27,8.36,No
9.01,39.18,6.59,No
4.85,11.28,10.26,No
97,49.43,6.71,No
56.99,21.17,11.57,No
78.9,38.27,10.03,No
12.63,7.09,13.06,No
48.24,4.33,0.56,No
27.83,33.35,2.35,No
0.57,27.94,11.21,No
58.13,47.35,1.03,No
14.31,14.04,10.64,No
36.26,21.54,9.09,No
24.28,40.16,7.93,No
26.21,14.53,0.36,No
23.5,49.27,4.42,No
34.63,10.79,8.82,No
52.47,42.18,11.67,No
49.97,10.34,4.85,No
94.84,4.34,1.78,No
6.95,24.42,0.45,No
47.84,41.26,9.75,No
5.4,12.15,4.54,No
4.97,39.05,4.18,No
99.79,50,12.5,No
77.95,12.4,4.19,No
34.21,33.91,11.5,No
92.53,11.44,5.86,No
91.79,43.58,2.93,No
62.43,17.97,9.39,No
74.34,26.84,0.95,No
17.62,31.82,7.76,No
16.33,2.66,2.48,No
41.35,4.49,7.29,No
57.5,40.01,2.36,No
44.07,8.35,2.08,No
8.43,11.15,1.58,No
1.18,23.29,4.37,No
61.23,25.94,13.81,No
36.25,41.35,2.3,No
35.05,43.24,8.09,No
26.65,10.81,4.9,No
87.11,38.5,12.01,No
76.45,10.49,9.05,No
1.68,36.79,3.83,No
54.39,7.2,12.3,No
79.03,34.18,6.99,No
46.85,42.18,3.52,No
2.77,17.15,4.41,No
94.82,13.33,9.42,No
65.76,34.11,9.02,Yes
19.54,10.76,13.95,No
93.2,26.96,0.03,No
27.86,1.16,8.78,No
75.42,42.51,12.8,No
20.32,3.04,8.23,No
40.58,29.94,12.95,Yes
97.15,37.58,0.48,No
60.82,33.44,4.19,Yes
17.75,12.07,3.02,No
0.58,41.57,9.92,No
24.94,24.22,8.15,No
51.93,32.28,0.89,Yes
74.86,27.7,3.21,No
56.43,34.72,6.46,Yes
93.94,20.84,10.68,No
27.47,9.61,11.71,No
14.67,39.61,6.29,No
13.47,9.79,8.31,No
83.63,42.03,3.61,No
90.86,49.27,12.69,No
37.45,10.46,3.41,No
27.7,14.94,7.36,No
42.88,7.67,0.76,No
85.84,28.67,0.17,No
81.91,46.58,6.92,No
19.74,14.09,0.58,No
22.15,27.83,1.98,No
70.89,27.74,11.96,No
8.78,25.87,0.66,No
72.09,14.64,6.22,Yes
1.92,14.09,6.03,No
64.76,46.92,13.25,No
46.04,15.98,0.76,No
89.2,40.69,6.06,No
6.91,7.07,13.65,No
89.69,22.43,4.83,No
52.01,40.6,10.48,No
81.25,36.11,9.43,No
19.81,4.57,8.13,No
75.45,15.08,4.25,No
61.86,24.69,2.13,No
21.93,40.66,13.73,No
38.88,14.54,5.46,No
56.9,29.49,13.47,Yes
76.77,3.55,6.1,No
1.97,11.71,1.04,No
97.26,23.03,10.26,No
71.03,40.47,8.85,No
37.81,28.4,7.38,No
53.27,48.72,6.05,No
21.72,3.76,0.41,No
90.31,47.13,4.7,No
23.72,38.15,0.9,No
28.85,7.43,7.47,No
9.44,27.99,5.69,No
19.64,26.07,12.04,No
17.16,9.13,8.93,No
9.06,46.01,0.44,No
20.07,26.27,4.74,No
58.37,5.16,8.17,No
87.17,38.43,2.7,No
42.48,35.26,13.64,No
41.58,10.67,13.45,No
24.11,34.4,1.03,No
53.12,34.51,0.8,Yes
3,1.22,4.4,No
33.85,22.95,6.07,Yes
41.4,1.65,9.89,No
83.41,9.6,8.57,No
14.52,46.49,7.07,No
16.54,15.55,3.62,No
27.79,42.33,10.8,No
83.91,2.11,4.9,No
57.59,33.46,13.84,Yes
63.25,7.33,8.05,No
17.38,24.58,5.88,No
55.53,3.92,4.25,No
22.69,6.41,4.63,No
73.69,2.61,0.69,No
37.82,20.18,5.98,No
8.18,13.98,13.64,No
15.71,26.29,5.78,No
86.55,25.21,6.18,No
1.52,0.41,0.4,No
79.31,26.8,1.88,No
15.28,38.06,9.74,No
27.62,36.19,7.41,No
48.44,24.91,9.57,No
83.82,27.87,10.72,No
53.53,20.15,1.6,No
85.79,8.98,6.44,No
7.91,16.28,1.98,No
49.78,3.61,8.81,No
11.02,40.26,0.94,No
63.63,41.48,6.66,No
9.61,1.62,9.13,No
19.15,19.96,6.6,No
96.88,41.97,8.19,No
55.27,32.86,4.8,Yes
45.25,40.79,0.76,No
64.93,4.06,0.9,No
52.2,28.26,9.63,No
13.76,6.29,2.76,No
53.76,46.64,2.86,No
89.9,29.24,3.97,No
6.93,6.18,7.39,No
41.73,32.65,8.02,No
89.86,22.76,2.2,No
57.77,3.77,3.79,No
23.5,22.4,10.55,No
59.98,48.75,4.03,No
76.66,35.93,8.01,No
92.83,21.71,10.7,No
25.04,3.5,1.05,No
21.87,28.01,13.28,No
5.69,49.83,2.22,No
52.1,32.43,3.14,Yes
20.74,14.2,9.51,No
58.1,8.29,6.77,No
90.52,48.31,5.06,No
27.96,28.38,2,No
17.81,3.95,9.44,No
99.06,40.22,9.13,No
55.03,10.43,5.39,No
51.67,31.76,7.7,Yes
24.94,2.78,10.43,No
64.41,37.46,4.67,No
65.84,13.72,9.97,No
52.12,37.23,11.76,No
82.07,37.53,6.33,No
14.29,4.41,13.25,No
35.81,34.87,13.33,No
34.45,12.04,4.58,No
53.35,31.27,12.79,Yes
83.52,1.18,7.9,No
12.9,8.29,9.8,No
39.32,1.76,6.44,No
96.3,6.82,11.84,No
80.78,44.58,4.5,No
21.54,20.93,7.47,No
92.67,35.5,1.88,No
93.59,44.83,8.04,No
42.89,13.41,8.28,No
74.57,38.35,13.31,No
67.23,0.26,1.89,No
63.25,3.34,10.16,No
70.94,19.31,13.55,No
47.19,20.13,7.2,No
68.12,32.05,12.07,Yes
45.34,13.22,5.16,No
24.46,8.73,7.36,No
44.76,41.67,9.53,No
25.74,3,1.73,No
89,42.57,13.49,No
33.03,27.18,12.8,No
14.42,45.58,4.28,No
40.74,24.75,11.41,No
38.24,23.52,2.78,No
77.68,15.55,4.2,No
25.48,1.93,11.11,No
8.21,39.74,3.48,No
38.18,24.99,5.96,No
53.49,18.85,1.49,No
10.7,6.79,4.83,No
57.64,31.03,5,Yes
17.76,46.08,11.58,No
26.63,24.12,2.8,No
16.52,13.06,9.66,No
84.84,2.24,6.67,No
14.86,46.15,9.76,No
99.58,35.24,12.11,No
56.5,38.29,8.49,No
65.95,11.53,13.62,No
26.35,13.67,12.9,No
38.83,41.36,4.1,No
81.12,8.4,12.15,No
45.39,46.78,4.48,No
32.37,30.95,1.96,Yes
5.21,29.26,7.36,No
86.14,19.71,10.2,No
92.85,12.94,5.84,No
90.06,6.22,4.72,No
49.27,44.27,0.72,No
57.73,4.67,2.73,No
35.4,17.8,11.18,No
44.63,43.67,7.78,No
60.45,21.55,13.1,No
40.07,28.63,13.12,No
57.08,48.31,0.91,No
93.54,49.45,10.22,No
91.71,24.65,3.37,No
86.64,26.87,1.18,No
67.08,44.02,8.02,No
85.73,28.44,11.98,No
64.55,9.16,9.87,No
87.76,14.75,13.17,No
20.85,1.82,6.32,No
75.9,40.69,8.76,No
94.2,1.01,7.69,No
20.18,13.61,1.1,No
17.17,31.66,7.6,No
69.72,28.06,3.6,No
46.75,42.78,3.32,No
33.44,24.81,2.25,No
32.44,25.13,8.17,No
38.74,22.12,10.67,No
25.64,38.5,1.55,No
54.5,40.93,4.96,No
91.46,2.25,1.63,No
45.31,25.69,0.11,No
38.65,21.95,2.16,No
45.4,2.49,4.41,No
16.69,22.49,1.47,No
14.63,34.42,10.36,No
2.5,49.01,3.53,No
23.75,43.71,2.09,No
60.3,25.16,6.64,Yes
41.81,2.19,1.86,No
42.48,17.25,8.13,No
24.43,48.34,11.68,No
5.69,27.24,13.94,No
49.63,43.97,2.97,No
97.79,36.97,5.32,No
23.31,31.89,5.99,Yes
40.03,48.15,11.39,No
5.67,9.52,2.77,No
16.58,40.43,8.46,No
92.97,48.21,12.18,No
24.54,19.62,12.87,No
60.3,23.87,2.03,No
8.06,36.58,5.73,No
91.8,37.18,8.06,No
59.83,17.24,4.35,No
48.8,11.96,0.15,No
0.69,46.55,0.82,No
12.82,0.1,1,No
85.35,3.26,4.43,No
27.63,32.38,4.53,No
58.72,10.9,12.44,No
66.06,48.67,6.7,No
6.08,12.06,8.12,No
84.94,41.65,13.78,No
64.08,14.11,3.42,No
97.83,35.79,9.16,No
54.7,45.24,3.26,No
2.3,5.06,6.67,No
20.92,28.31,7.65,No
61.35,21.3,6.66,Yes
84.76,7.75,2.64,No
30.49,46.72,2.5,No
0.36,30.29,10.19,No
26.24,45.81,4.92,No
19.12,20.67,12.35,No
19.22,23.72,10.55,No
0.53,6.72,3.62,No
87.61,3.18,4.44,No
85.96,11.92,10.37,No
9.7,19.74,10.9,No
80.72,32.81,3.45,No
58.46,35.67,11.4,No
2.45,43.36,10.9,No
58.45,11.54,10.03,No
47.43,32.46,4.37,No
58.63,36.96,11.59,No
18.62,5.23,8.29,No
52.85,6.45,9.96,No
73.27,38.54,4.89,No
62.66,24.02,8.38,No
77.36,14.09,10.64,No
47.09,6.84,1.22,No
97.18,35.44,2.85,No
17.18,0.15,9.31,No
85.74,4.5,7.16,No
85.44,25.22,9.61,No
26.18,5.23,1.11,No
54.99,42.05,6.03,No
60.38,37.69,5.63,No
12.38,5.84,7.56,No
53.19,23.94,11.13,No
10.73,6.91,5.14,No
40.47,25.26,2.47,No
87.13,15.06,13.38,No
11.95,44.27,0.67,No
22.32,17.37,11.53,No
39.41,1.76,2.53,No
63.98,46.19,9.27,No
15.14,33.38,0.05,No
32.22,43.64,8.34,No
67.04,46.23,5.11,No
22.51,26.29,8.97,No
26.87,41.59,13.25,No
62.19,29,0.38,No
76.62,2.49,13.42,No
60.53,8.52,10.24,No
4.33,38.05,5.66,No
64.43,27.59,7.9,No
89.48,38.66,1.16,No
41.14,4.23,0.42,No
78.46,11.76,0.33,No
85.89,37.07,9.64,No
25.83,23.51,12.71,No
76.97,37.04,0.41,No
45.18,31.82,10.24,Yes
9.58,13,3.5,No
81.62,26.73,0.29,No
8.89,0.92,9.91,No
58,29.92,6.49,Yes
5.45,34.88,12.93,No
44.48,9.85,6.95,No
93.51,47.35,9.91,No
60.7,22.72,7.9,No
82.99,44.86,6.11,No
14.52,26.37,2.49,No
74.15,38.44,7.59,No
16.16,16.62,13.7,No
53.65,4.12,5.33,No
22.81,19.73,12.57,No
66.89,21.17,4.39,No
16.06,21.25,3.49,No
51.8,41.17,0.65,No
41.69,29.32,10.09,No
16.69,8.87,5.03,No
52.97,42.53,1.59,No
91.3,48.6,0.75,No
90.8,20.76,12.7,No
18.09,29.84,1.62,No
80.35,32.08,2.93,No
46.88,23.74,12.13,No
63,6.97,9.16,No
31.05,19.76,9.03,No
92.64,33.28,11.85,No
70.42,26.01,1.64,No
97.73,42.51,7.23,No
83.45,42.16,8.32,No
75.11,21.75,8.59,No
11.97,9.39,10.27,No
11.35,25.13,5.89,No
12.49,17.42,13.81,No
29.24,1.58,0.57,No
39.15,30.17,11.52,Yes
88.47,16.6,2.5,No
44.93,43.26,5.22,No
1.21,20.77,9.03,No
46.83,1.98,7.94,No
57.05,38.85,0.67,No
93.79,44.67,1.52,No
4.87,13.05,1.06,No
21.15,48.93,5.37,No
30.24,20.79,0.22,No
85.11,29.74,0.79,No
17.07,25.12,3.6,No
66.31,17.08,6.71,Yes
86.24,5.26,3.77,No
86.72,16.09,7.11,No
31,22.8,3.73,No
69.23,28.94,3.81,No
59.47,42.33,2.19,No
27.25,41.91,10.32,No
44.71,26.96,13.82,No
10.23,27.31,4.69,No
87.73,26.71,1.4,No
3.62,8.14,2.73,No
11.91,10.5,13.36,No
17.64,49.71,8.07,No
53.43,36.51,9.62,No
16.05,29.96,4.4,No
5.59,9.62,13.85,No
71.9,28.09,3.89,No
36.43,23.78,6.85,No
61.11,47.7,12.1,No
59.91,43.71,8.92,No
42.48,39.56,11.3,No
94.46,39.53,6.26,No
21.69,45.05,7.3,No
45.99,2.21,7.25,No
6.5,0.77,2.8,No
70.29,31.08,2.67,Yes
50.55,41.69,1.52,No
93.05,39.63,9.44,No
88.36,43.12,11.6,No
76.27,25.31,2.99,No
17.94,33.78,4.37,No
